.98
Noora's farm,2021-09-18T17:36:40.308Z,rainFall,4.1
Noora's farm,2021-09-18T13:48:57.260Z,temperature,16.4
Noora's farm,2021-09-18T08:15:34.409Z,temperature,17.2
Noora's farm,2021-09-18T11:44:56.628Z,temperature,17.0
Noora's farm,2021-09-18T12:41:44.963Z,temperature,16.7
Noora's farm,2021-09-18T04:11:45.614Z,temperature,17.1
Noora's farm,2021-09-18T02:14:09.343Z,temperature,15.4
Noora's farm,2021-09-18T18:26:54.248Z,temperature,15.3
Noora's farm,2021-09-18T13:35:32.784Z,temperature,16.9
Noora's farm,2021-09-19T13:35:32.784Z,pH,6.38
Noora's farm,2021-09-19T13:35:32.784Z,rainFall,0
Noora's farm,2021-09-18T22:59:33.775Z,temperature,13.4
Noora's farm,2021-09-18T23:30:23.789Z,temperature,12.7
Noora's farm,2021-09-19T23:30:23.789Z,pH,6.10
Noora's farm,2021-09-19T23:30:23.789Z,rainFall,3.0
Noora's farm,2021-09-20T14:07:51.118Z,temperature,9.0
Noora's farm,2021-09-20T02:41:12.910Z,temperature,7.5
Noora's farm,2021-09-19T22:18:15.675Z,temperature,6.1
Noora's farm,2021-09-20T12:46:22.910Z,temperature,9.2
Noora's farm,2021-09-19T23:57:25.303Z,temperature,5.9
Noora's farm,2021-09-20T20:46:13.772Z,temperature,5.2
Noora's farm,2021-09-20T16:44:26.030Z,temperature,8.5
Noora's farm,2021-09-20T00:30:59.045Z,temperature,6.7
Noora's farm,2021-09-20T03:07:07.076Z,temperature,9.0
Noora's farm,2021-09-21T03:07:07.076Z,pH,6.57
Noora's farm,2021-09-21T03:07:07.076Z,rainFall,0
Noora's farm,2021-09-21T09:07:11.766Z,temperature,13.1
Noora's farm,2021-09-21T11:32:46.698Z,temperature,13.4
Noora's farm,2021-09-21T16:54:29.509Z,temperature,11.2
Noora's farm,2021-09-22T16:54:29.509Z,pH,6.30
Noora's farm,2021-09-22T16:54:29.509Z,rainFall,3.3
Noora's farm,2021-09-22T13:08:15.990Z,temperature,8.2
Noora's farm,2021-09-22T09:42:48.465Z,temperature,8.9
Noora's farm,2021-09-22T00:58:20.746Z,temperature,6.3
Noora's farm,2021-09-22T19:25:20.795Z,temperature,6.8
Noora's farm,2021-09-22T03:37:58.668Z,temperature,7.5
Noora's farm,2021-09-22T01:55:01.250Z,temperature,6.9
Noora's farm,2021-09-22T18:20:09.583Z,temperature,5.5
Noora's farm,2021-09-22T13:55:47.416Z,temperature,9.0
Noora's farm,2021-09-22T10:38:55.412Z,temperature,9.9
Noora's farm,2021-09-22T07:49:16.088Z,temperature,8.7
Noora's farm,2021-09-23T07:49:16.088Z,pH,6.47
Noora's farm,2021-09-23T07:49:16.088Z,rainFall,5.8
Noora's farm,2021-09-23T11:38:14.177Z,temperature,15.4
Noora's farm,2021-09-22T22:18:02.682Z,temperature,10.2
Noora's farm,2021-09-23T04:27:10.326Z,temperature,13.4
Noora's farm,2021-09-23T16:45:45.054Z,temperature,13.8
Noora's farm,2021-09-23T18:33:09.629Z,temperature,11.4
Noora's farm,2021-09-23T11:33:37.317Z,temperature,13.9
Noora's farm,2021-09-23T13:39:23.851Z,temperature,14.3
Noora's farm,2021-09-23T15:50:33.316Z,temperature,13.7
Noora's farm,2021-09-22T21:18:45.276Z,temperature,9.3
Noora's farm,2021-09-23T09:11:13.329Z,temperature,14.1
Noora's farm,2021-09-24T09:11:13.329Z,pH,6.44
Noora's farm,2021-09-24T09:11:13.329Z,rainFall,120.4
Noora's farm,2021-09-24T04:06:53.662Z,temperature,20.6
Noora's farm,2021-09-24T13:59:54.701Z,temperature,20.1
Noora's farm,2021-09-24T16:51:29.238Z,temperature,18.9
Noora's farm,2021-09-24T00:29:17.189Z,temperature,18.8
Noora's farm,2021-09-24T14:59:12.465Z,temperature,20.4
Noora's farm,2021-09-24T05:47:07.332Z,temperature,19.9
Noora's farm,2021-09-24T20:51:24.818Z,temperature,17.0
Noora's farm,2021-09-23T21:38:50.868Z,temperature,17.3
Noora's farm,2021-09-24T15:46:14.127Z,temperature,20.9
Noora's farm,2021-09-25T15:46:14.127Z,pH,6.54
Noora's farm,2021-09-25T15:46:14.127Z,rainFall,0
Noora's farm,2021-09-25T01:19:36.759Z,temperature,12.2
Noora's farm,2021-09-25T09:50:02.120Z,temperature,15.7
Noora's farm,2021-09-25T11:35:44.227Z,temperature,14.5
Noora's farm,2021-09-25T16:37:14.870Z,temperature,12.6
Noora's farm,2021-09-25T11:05:50.963Z,temperature,15.4
Noora's farm,2021-09-25T12:24:40.242Z,temperature,15.6
Noora's farm,2021-09-25T00:03:17.700Z,temperature,12.4
Noora's farm,2021-09-25T11:24:47.018Z,temperature,14.6
Noora's farm,2021-09-25T00:06:45.192Z,temperature,11.8
Noora's farm,2021-09-26T00:06:45.192Z,pH,6.29
Noora's farm,2021-09-26T00:06:45.192Z,rainFall,3.5
Noora's farm,2021-09-26T20:52:37.225Z,temperature,13.6
Noora's farm,2021-09-26T01:36:08.451Z,temperature,14.9
Noora's farm,2021-09-26T02:35:41.803Z,temperature,15.4
Noora's farm,2021-09-26T05:07:22.209Z,temperature,16.4
Noora's farm,2021-09-26T18:41:56.868Z,temperature,14.4
Noora's farm,2021-09-26T07:33:36.000Z,temperature,17.4
Noora's farm,2021-09-26T16:28:02.042Z,temperature,15.1
Noora's farm,2021-09-26T15:53:50.130Z,temperature,16.2
Noora's farm,2021-09-26T05:41:10.066Z,temperature,16.6
Noora's farm,2021-09-27T05:41:10.066Z,pH,5.94
Noora's farm,2021-09-27T05:41:10.066Z,rainFall,4.0
Noora's farm,2021-09-27T10:45:17.093Z,temperature,20.6
Noora's farm,2021-09-27T12:40:42.762Z,temperature,21.4
Noora's farm,2021-09-27T05:11:39.776Z,temperature,20.2
Noora's farm,2021-09-28T05:11:39.776Z,pH,6.28
Noora's farm,2021-09-28T05:11:39.776Z,rainFall,0
Noora's farm,2021-09-28T04:31:08.466Z,temperature,15.2
Noora's farm,2021-09-29T04:31:08.466Z,pH,6.24
Noora's farm,2021-09-29T04:31:08.466Z,rainFall,0
Noora's farm,2021-09-28T23:17:01.474Z,temperature,7.2
Noora's farm,2021-09-29T06:18:06.604Z,temperature,10.9
Noora's farm,2021-09-29T00:16:26.819Z,temperature,7.6
Noora's farm,2021-09-28T23:07:31.953Z,temperature,7.0
Noora's farm,2021-09-29T10:55:37.323Z,temperature,11.5
Noora's farm,2021-09-29T12:56:25.533Z,temperature,10.7
Noora's farm,2021-09-29T13:40:56.015Z,temperature,10.1
Noora's farm,2021-09-29T02:42:02.484Z,temperature,9.3
Noora's farm,2021-09-29T18:16:47.428Z,temperature,7.8
Noora's farm,2021-09-29T14:53:38.789Z,temperature,9.4
Noora's farm,2021-09-30T14:53:38.789Z,pH,5.95
Noora's farm,2021-09-30T14:53:38.789Z,rainFall,5.5
Noora's farm,2021-09-30T03:49:52.748Z,temperature,12.1
Noora's farm,2021-09-30T18:17:20.814Z,temperature,11.0
